"Name","K","Kin","Kout","TypeI","TypeII","Type"
"USP8",30,28,2,0,1,"coding"
"GRK6",30,26,4,0,1,"coding"
"TUBA1B",46,45,1,0,1,"coding"
"SGK1",56,54,2,0,1,"coding"
"KIF5B",71,69,2,0,1,"coding"
"TAF1C",10,7,3,0,1,"coding"
"HAND2",71,33,38,0,1,"coding"
"TCF3",387,28,359,0,1,"coding"
"HCST",2,1,1,0,1,"coding"
"HEXDC",6,3,3,0,1,"coding"
"SMAD7",80,70,10,0,1,"coding"
"PLAU",20,16,4,0,1,"coding"
"HIPK2",46,43,3,0,1,"coding"
"HMGN1",26,24,2,0,1,"coding"
"NR1H2",61,14,47,0,1,"coding"
"HNRNPA1",77,72,5,0,1,"coding"
"MEIS1",48,41,7,0,1,"coding"
"PBX1",252,52,200,0,1,"coding"
"HOXB7",6,4,2,0,1,"coding"
"HOXC8",44,42,2,0,1,"coding"
"SMAD6",25,23,2,0,1,"coding"
"VDAC1",27,25,2,0,1,"coding"
"HTRA1",18,12,6,0,1,"coding"
"ELK4",106,80,26,0,1,"coding"
"IDH3B",7,6,1,0,1,"coding"
"IGBP1",17,15,2,0,1,"coding"
"IGF1",119,117,2,0,1,"coding"
"IGFBP5",87,83,4,0,1,"coding"
"RANBP10",17,16,1,0,1,"coding"
"IL12B",7,6,1,0,1,"coding"
"IL4R",18,9,9,0,1,"coding"
"IL18",9,6,3,0,1,"coding"
"IL1RAP",41,33,8,0,1,"coding"
"TICAM2",13,8,5,0,1,"coding"
"NGFR",39,28,11,0,1,"coding"
"IL21",2,1,1,0,1,"coding"
"PTPN6",52,13,39,0,1,"coding"
"SDC1",24,22,2,0,1,"coding"
"LIMS1",52,47,5,0,1,"coding"
"IRF8",10,7,3,0,1,"coding"
"IRF3",37,18,19,0,1,"coding"
"IRF4",100,37,63,0,1,"coding"
"PIK3R3",49,45,4,0,1,"coding"
"TLN1",77,71,6,0,1,"coding"
"ITGB7",9,3,6,0,1,"coding"
"ITGB5",28,18,10,0,1,"coding"
"VTN",5,2,3,0,1,"coding"
"PRKG1",51,40,11,0,1,"coding"
"MEN1",23,22,1,0,1,"coding"
"KCNA2",11,9,2,0,1,"coding"
"SNAP25",24,22,2,0,1,"coding"
"VTA1",49,45,4,0,1,"coding"
"ZNF638",43,38,5,0,1,"coding"
"KLRD1",27,26,1,0,1,"coding"
"NUP62",46,44,2,0,1,"coding"
"LEF1",35,21,14,0,1,"coding"
"LEPR",28,17,11,0,1,"coding"
"LPL",17,15,2,0,1,"coding"
"LRPAP1",36,34,2,0,1,"coding"
"RTN4",45,39,6,0,1,"coding"
"LSM2",10,4,6,0,1,"coding"
"LSM5",14,10,4,0,1,"coding"
"TRAF4",21,18,3,0,1,"coding"
"TRAF5",27,23,4,0,1,"coding"
"MED12",15,13,2,0,1,"coding"
"PIK3R2",19,14,5,0,1,"coding"
"MAP1B",106,98,8,0,1,"coding"
"MAGI2",33,31,2,0,1,"coding"
"MAP3K2",90,88,2,0,1,"coding"
"MAP2K7",37,32,5,0,1,"coding"
"PHC2",35,31,4,0,1,"coding"
"MAPK8IP3",34,25,9,0,1,"coding"
"TTF2",72,63,9,0,1,"coding"
"ZNF512B",65,57,8,0,1,"coding"
"MBP",20,9,11,0,1,"coding"
"MED9",13,10,3,0,1,"coding"
"MEF2A",70,35,35,0,1,"coding"
"MEOX2",22,21,1,0,1,"coding"
"PAX3",28,26,2,0,1,"coding"
"SMC1A",73,66,7,0,1,"coding"
"SLC9A3R1",34,20,14,0,1,"coding"
"ZFHX3",106,105,1,0,1,"coding"
"NMI",14,13,1,0,1,"coding"
"RAB11A",60,58,2,0,1,"coding"
"RXRB",28,22,6,0,1,"coding"
"NCOA5",10,9,1,0,1,"coding"
"NR1D2",40,38,2,0,1,"coding"
"RBPJ",135,59,76,0,1,"coding"
"NDN",18,14,4,0,1,"coding"
"PIK3R5",7,6,1,0,1,"coding"
"NEDD8",14,10,4,0,1,"coding"
"PSMD4",11,9,2,0,1,"coding"
"TARBP2",30,27,3,0,1,"coding"
"NFASC",12,11,1,0,1,"coding"
"NTRK1",11,3,8,0,1,"coding"
"NLGN3",13,11,2,0,1,"coding"
"SFPQ",226,71,155,0,1,"coding"
"NPPA",3,1,2,0,1,"coding"
"RXRG",9,7,2,0,1,"coding"
"SYT2",50,49,1,0,1,"coding"
"SYT7",47,45,2,0,1,"coding"
"STX4",33,28,5,0,1,"coding"
"NUAK1",45,41,4,0,1,"coding"
"NUP98",46,40,6,0,1,"coding"
"FOXA2",204,3,201,0,1,"coding"
"RANBP2",62,51,11,0,1,"coding"
"POLA1",16,13,3,0,1,"coding"
"BACH2",104,83,21,0,1,"coding"
"WT1",21,20,1,0,1,"coding"
"YBX1",41,36,5,0,1,"coding"
"PDCD10",32,31,1,0,1,"coding"
"RAD50",23,20,3,0,1,"coding"
"PDGFRA",85,70,15,0,1,"coding"
"PDGFRB",41,22,19,0,1,"coding"
"PEA15",30,29,1,0,1,"coding"
"POLR3F",28,25,3,0,1,"coding"
"PORCN",4,3,1,0,1,"coding"
"WNT5B",6,5,1,0,1,"coding"
"PPP1CB",66,65,1,0,1,"coding"
"WBP11",30,24,6,0,1,"coding"
"PPP1R9B",19,17,2,0,1,"coding"
"PRKCG",5,2,3,0,1,"coding"
"XPA",6,5,1,0,1,"coding"
"PROS1",5,2,3,0,1,"coding"
"PTAFR",21,19,2,0,1,"coding"
"PTCH1",31,30,1,0,1,"coding"
"PTGDS",6,4,2,0,1,"coding"
"PTGFR",20,18,2,0,1,"coding"
"TUBB2B",17,11,6,0,1,"coding"
"RAB10",75,74,1,0,1,"coding"
"RAB3A",5,3,2,0,1,"coding"
"RABGGTB",16,15,1,0,1,"coding"
"VAMP2",25,22,3,0,1,"coding"
"RALY",24,23,1,0,1,"coding"
"RFX2",12,10,2,0,1,"coding"
"RFX3",45,44,1,0,1,"coding"
"RINT1",12,9,3,0,1,"coding"
"RNF216",26,24,2,0,1,"coding"
"RTN4IP1",3,2,1,0,1,"coding"
"SATB1",68,62,6,0,1,"coding"
"SCARB1",18,17,1,0,1,"coding"
"SDC4",30,27,3,0,1,"coding"
"SDCBP2",3,1,2,0,1,"coding"
"SELE",16,11,5,0,1,"coding"
"SIX5",137,37,100,0,1,"coding"
"SMAD5",87,78,9,0,1,"coding"
"SMG5",18,17,1,0,1,"coding"
"UPF1",25,21,4,0,1,"coding"
"SNAP23",37,31,6,0,1,"coding"
"STAT1",500,30,470,0,1,"coding"
"TGFB2",47,44,3,0,1,"coding"
"TNFSF12",4,3,1,0,1,"coding"
"TNFRSF13C",49,47,2,0,1,"coding"
"TP53",146,35,111,0,1,"coding"
"UBE2G2",30,29,1,0,1,"coding"
"USP13",30,26,4,0,1,"coding"
"ZBTB12",17,16,1,0,1,"coding"
"ZBTB43",63,62,1,0,1,"coding"
"ZNF417",45,43,2,0,1,"coding"
"ZNF165",3,2,1,0,1,"coding"
"ZNF250",22,20,2,0,1,"coding"
"FOXF2",40,37,3,0,1,"coding"
"ETV5",45,27,18,0,1,"coding"
